cart_event_rows,invalid_cart_key_event_rows,first_observed_cart_rows,complete_48h_rows,incomplete_tail_rows_excluded,cohort_min_cart_time_utc,cohort_max_cart_time_utc,cohort_max_window_end_utc,purchase_group_rows,unresolved_group_rows,remove_group_rows,missing_user_id_rows,missing_brand_rows,missing_category_code_rows,missing_price_rows,nonpositive_price_rows,invalid_followup_order_rows,duplicate_session_product_excess_rows,inconsistent_label_rows
927124,648,791350,772119,19231,2019-12-01 00:00:02+00:00,2019-12-29 23:59:51+00:00,2019-12-31 23:59:51+00:00,104696,511286,156137,0,339825,764019,0,1106,0,0,0
